,0.51904621,-0.75000181,-0.51849758,-0.97696937,-0.64806675,-0.18598589
,-0.88189582,0.40797429,-0.27937314,-0.64485443,-0.73678538,-0.80793372
-0.86138334,-0.81949661,0.63368515,-0.60190874,-0.83608091,0.33014179
,-0.27979704,0.37756376,-0.00555179,-0.55220379,0.7512026,-0.92241004
,0.22038707,0.44242008,0.98873784,-0.90192811,-0.27347085,-0.95482579
,-0.16570372,0.85393067,0.67795916,0.68569088,-0.75426816,-0.55708548
,0.53499639,-0.57265416,0.96576696,0.84870094,0.49698872,-0.85293041
,-0.22628034,-0.05352939,0.1253175,-0.01011714,0.53624753,-0.07605847
,-0.87017507,0.7022854,-0.51165875,0.06060872,0.53936446,-0.22397656
,-0.04204642,-0.39575965,0.1587779,0.1143798,-0.04550987,-0.04441583
-0.69711236,-0.27994399,-0.66172274,-0.52312899,-0.84792164,-0.70777394
,0.35282443,-0.22368027,0.01902149,0.81331317,0.10551564,-0.56261945
,-0.20364708,0.96639372,-0.55703456,0.91742392,-0.79106617,-0.1457238
,0.50870848,-0.60915916,-0.28210826,0.166504,0.14230129,-0.33584298
,0.26243169,0.03584446,0.83667343,-0.25956162,0.22007706,0.2803898
,-0.62010449,0.73056132,-0.41272729,0.14259177,-0.0722042,0.31927907
,-0.31002083,-0.50620506,0.02485728,-0.20695622,-0.49846058,-0.95676015
,0.30727512,-0.14184294,0.01171754,0.57753672,-0.85931488,0.56713523
-0.40268067,0.35948946,0.48378757,0.78499735,-0.44726527,-0.79204859
,0.0466078,-0.85583704,0.89708326,0.36171552,0.17111231,-0.83153301
,0.98388487,0.0293952,-0.08238554,-0.83368869,0.33480147,-0.78520879
,-0.9106475,-0.34182506,-0.64204141,0.19760002,0.898053,0.68605387
,0.65512649,-0.64941042,-0.82051464,0.03613039,-0.68523932,0.70102279
,0.16942515,0.88651438,0.6766252,-0.17154474,0.81474152,-0.83474206
,-0.45898996,0.37431272,-0.88351056,0.024007,-0.38547747,-0.18620657
,0.27884255,-0.37435331,-0.2699791,0.05100709,0.0264287,-0.33681019
,0.56726135,-0.09690853,0.13680648,-0.06365305,-0.40048456,0.22308812
,-0.47438545,-0.38706908,-0.47096119,0.70039019,0.22636858,-0.93493807
,0.53183041,0.80752291,0.52639784,-0.2127656,0.60615212,-0.30948104
,0.02845823,-0.75628227,0.19839845,-0.18256256,0.82873902,0.99571333
,0.62006863,-0.35076081,0.91416184,-0.85738391,0.85294679,-0.66656697
,0.56364491,0.14357734,0.75642565,-0.38307858,0.60564863,0.13956384
,-0.27557761,0.50020434,-0.96903281,-0.89163394,-0.20725554,0.51092546
,0.43381741,-0.5334972,0.66720553,-0.07881778,-0.49449884,0.05149923
,0.66914812,-0.538322,0.72439792,-0.51665159,0.90968729,-0.63985096
,-0.67427534,0.5169779,0.48012287,-0.86655591,0.87239403,-0.72036409
,0.28333911,-0.08546265,-0.37200029,0.3967811,0.13389059,-0.98728014
,0.38018699,0.55469791,-0.99922434,0.79312416,-0.11407623,-0.01958092
,0.31070829,-0.65858534,0.07638058,0.02641575,0.74319293,-0.06265995
,-0.22816092,-0.0995764,-0.73464753,0.76017802,-0.5191694,-0.39184371
,0.0319923,0.95650026,-0.59135361,0.0480603,0.22532166,0.97412865
,0.44805695,0.61329742,0.26663494,-0.33231555,0.71177116,0.49966816
,0.71897702,-0.69803554,-0.26842369,0.78584192,0.28645159,-0.63824534
,0.36974268,-0.88549788,-0.02976892,0.08113905,0.32992366,0.30039955
,0.97028671,-0.1808999,-0.96293367,0.05587648,-0.97813418,-0.87435184
,0.03815964,0.62538043,0.84750221,-0.28737609,0.21240815,0.17574821
