[-76.50270104984202, -81.41769442462542]
[14.383569096844395, 74.20593035908595]
[-72.8214500903796, 0.6702149025908852]
[27.086905803441237, 29.72645086030913]
[-96.21377962374787, -28.268751526997306]
[-155.9788682789387, 53.83822493543086]
[19.75818516247701, -56.8722256284488]
[-157.6251107828656, -5.432791728212692]
[161.15996055226825, -107.56666666666666]
[109.17579908675799, 47.671440431714416]
[-68.87690586095958, 14.152748636172895]
[17.251747394236666, 51.6844880441447]
[0.5803700301797664, -13.455976905917865]
[-102.23835954363244, -43.42008428409909]
[-27.710381419561518, 82.72319551506658]
[-90.47129107202124, -15.274587896891248]
[-105.5293851205979, -68.76469256029894]
[-68.45193907589915, 35.157301932676305]
[-23.1826982492276, -35.87085478887745]
[28.54678860059549, 73.80199914929818]
[-27.3278732188041, -20.93940604607804]
[-60.25065274151436, 29.558439563815085]
[13.170807453416149, -0.2862623310193584]
[-7.527183872938302, 8.537365098757888]
[-26.41161706704912, 60.394048045894586]
[-7.205128205128205, -20.978839930296246]
[-58.48559381588194, -31.706254392129303]
[-13.214450930719241, -29.87520652054191]
[-55.05162795415357, 41.03854346282584]
[-144.71931914893617, 65.10791489361702]
[-46.354303931987246, -25.461849096705635]
[100.58812664907651, -20.05725593667546]
[95.09610623452622, -13.260184559981994]
[-106.25128375020705, -3.77439125393407]
[88.64549376797699, -9.721955896452528]
[51.61205564142195, 63.00547983700997]
[-86.88394718554552, 12.684781097984711]
[-7.7284477187540395, -25.439834561199433]
[-22.12877287029484, 39.65971332012586]
[33.6355223880597, 26.87014925373134]
[39.513451631368056, -61.934745277618774]
[-126.49449519793863, 6.282033263059262]
[-4.663605888354467, 126.93105961230142]
[50.16944074567244, -44.98202396804261]
[29.527828542947333, -33.34656919754112]
[7.674582924435721, 12.865750736015698]
[-33.42610702120646, 25.676958575980663]
[-142.83179377013963, 12.167776584317934]
[-10.184862442424997, 43.727374579858086]
[-99.54614350323921, 14.58868109033125]
[76.85787769098876, -57.79500857306154]
[52.93055282313594, -102.86425339366517]
[-74.40671323905265, 25.20429374680525]
[-3.9474866310160426, 49.27903743315508]
[-21.574271054936805, -64.25240896008009]
[21.23694665153235, -18.21594778660613]
[2.703676851372346, 80.82578974624546]
[200.60070283329674, 32.45552383044145]
[-68.88700714474729, -14.675046308547238]
[-7.841992501339047, -29.326459560792713]
[-56.8932457179791, -82.8571582462566]
[-112.62071794871795, -85.94317948717949]
[-51.55205433693352, 62.095980403073156]
[10.637881404720783, -16.31414315870275]
[-74.49863218104949, -8.85401641382741]
[-68.74332084893882, -7.596504369538081]
[-87.19216005583343, 32.104687681749446]
[-17.956969511573366, -30.800142755174875]
[56.27714518096787, -38.73424156161042]
[-43.722507462686565, 64.56011940298508]
[-45.428528392830245, -22.56047597529748]
[14.988059199461823, 26.477463841237807]
[21.543902839323813, -18.273428524536357]
[24.772869185138934, -29.860287230721198]
[-12.081718729405562, -98.44984842493739]
[20.462490622655665, -31.837584396099025]
[-69.6507582988652, -9.4735390815569]
[-79.05768528660094, 33.2444931240112]
[-45.806060606060605, -177.2720225510923]
[-24.215381404570593, -8.976207868099763]
[-136.92249629330098, 16.236824369861168]
[-74.74616765640106, 0.9274962021820201]
[0.31537708129285014, 49.564152791381005]
[-120.11401917595232, -12.47913967349055]
[-93.30175651120533, -11.855239248940038]
[15.42785768357305, -64.27009841029523]
[-47.47303780464402, -23.96219535597774]
[28.54830734119437, -37.15233929250665]
[22.549196504087963, -9.674936566112208]
[22.770533642691415, -45.226682134570765]
[-140.76023320782218, -14.44843920806511]
[84.7131320899827, 34.756008459911556]
[55.16606498194946, 82.92673603737524]
[38.51032624962586, -61.391798862615985]
[0.417353579175705, 48.96066522053508]
[9.259724715739079, -86.15290245362058]
[-141.8961586686424, -86.03670352217028]
[-8.752221752010156, -80.9951333051206]
[17.011796733212343, 78.76160228156598]
[43.87240948813982, 31.818227215980016]
[40.95695067264574, 3.6098654708520144]
[-131.71710185025074, -77.93273387515131]
[-74.12194196851887, -49.50009482268159]
[-75.33344431496587, 24.28716497419677]
[15.053956834532373, 4.250851950018927]
[-126.24005257497909, -3.3526108256661473]
[30.84193284193284, 49.34343434343435]
[-43.06311617034252, -71.80028458176643]
[-8.253308991328161, -59.63372889091739]
[69.14632418069088, -23.75907883082374]
[-66.73758430410791, -8.078888207643573]
[-34.69377098097725, -27.888971776700238]
[-1.541548981715475, -52.7698825628066]
[-111.56479923058427, 46.13825438807406]
[51.72790697674419, 29.12024623803009]
[77.72968936678615, 9.966845878136212]
[-2.2825727122251123, 5.107590446914166]
[-77.43780854906683, 104.1105358217941]
[66.27565364070846, 14.73249929716053]
[26.644644491913336, 59.969942020140365]
[-228.3976622730664, -15.281273315095746]
[-100.01888072357264, 27.212436404748445]
[35.61166450122708, 32.34055146528078]
[18.71732444900051, 8.565094823167613]
[-10.665394215240052, 12.515783291733953]
[-46.72800941053457, 9.297477453927591]
[57.72772663442035, -50.90341706974567]
[-110.81198990948212, 3.5134292921798504]
[39.53817000541419, -6.649341274138237]
[111.03356308061133, -14.786934372190586]
[43.79813593998636, 30.04296431007046]
[-80.25801878433457, -36.88304093567251]
[-48.892367149758456, -5.951884057971014]
[7.406152241918665, 32.10218978102189]
[-62.236789368210104, -9.135323278135218]
[-9.228976034858388, -51.69564270152505]
[-34.30044082739912, 63.686334350627334]
[-97.06918071969194, 3.780241667773211]
[-36.49268985095813, 15.463449254790632]
[-78.77847271259962, -62.043780893775846]
[-96.21861674466979, 35.8538741549662]
[-33.15067136253577, 24.286044464010565]
[24.011216931216932, 0.7661375661375658]
[-10.391505078485688, 64.27341746178311]
[-84.66652464138616, -94.13463996591393]
[-77.61281274542803, -38.07068327162571]
[-118.12685798381163, -34.0289919058131]
[-33.093344647836105, -25.48745302460904]
[-66.07174342605259, 51.77215382276942]
[3.8625, 43.59469696969697]
[41.84145398298531, -0.9806651198762637]
[97.86486486486487, -28.901698158335336]
[14.58039972745855, 14.397115602997957]
[-74.76313614358247, -2.6661943558861765]
[47.461614906832295, 8.89739130434782]
[-20.300650502661146, -6.615375517445301]
[34.294052405379176, -37.97421322611951]
[26.78032345013477, -22.00727762803234]
[15.2942615658363, -61.765791814946624]
[-98.91128538169342, -8.165175836294573]
[66.94934333958724, -46.32457786116322]
[10.224870763928777, 20.211659965537052]
[-17.267240415781828, 30.366938638649827]
[46.24975369458128, -13.157635467980299]
[3.3229968556868696, 12.113520546459938]
[3.7768828907270353, -55.63648236830649]
[112.96541786743516, 9.786743515850134]
[-4.934854429072889, 62.469233945901294]
[-144.78467871845356, -9.076964381600135]
[-72.27591990774714, -49.81706677848831]
[35.691155399244494, 41.00768529373454]
[-60.674245158185975, -3.8683988932996485]
[-103.85836216839677, -20.480046136101492]
[-89.14493632504548, -21.97149787750152]
[100.41229032763756, 72.00987615613732]
[-72.50046636957198, 17.066846305316613]
[-58.877984817115255, 9.697722567287784]
[-16.99343910294644, 28.562447811046166]
[-145.0830535034699, 27.50235057085291]
[-80.9380607103355, 7.265576993978122]
[-46.73197465319404, -16.146771707484163]
[36.2471694082461, 60.026490066225165]
[14.754379135850526, -61.48112105877773]
[-5.616202858063823, 42.1129257548082]
[-35.341918932786044, 25.202462801436635]
[-95.33763407430436, -16.282605316337637]
[-8.087613736425007, 36.95171705312592]
[19.930966034406705, 43.29797088663432]
[-7.6998670507423, -57.7098382450698]
[38.45356225496823, -58.8233067459781]
[47.430512249443204, 15.642984409799553]
[97.28637848705705, 63.170771550640865]
[-9.051065231715352, 7.222380847792664]
[-63.135684891240444, 1.0135214579659007]
[-126.02411533420708, -19.48178243774575]
[-35.88020951947165, 48.771350489637896]
[-16.135975447024286, -24.290765946090204]
[-8.6253045596937, -52.65036547163244]
[82.66835916622128, -18.845804382683056]
[-180.64630568151506, -33.777540677514]
[-149.47899633493094, 4.84324781505498]
[-31.752019475489654, 9.334292353657187]
[27.57970479704797, 37.53148831488315]
[-47.02518803568305, -42.52964841700194]
[-80.35058285216255, 23.051203834840397]
[23.108990670059374, -38.18674017528979]
[-40.66800602712205, -180.12225012556505]
[3.6065697850438996, -1.9904632152588562]
[-20.258019034191047, -88.88532487369287]
[-32.772549457918856, -41.86710629261205]
[-85.83017724587184, -109.49522799575823]
[-71.86053882725832, 29.809297411516113]
[-6.997114889232354, 213.226790314271]
[-274.03939679547597, -42.06936852026388]
[-36.93633141879506, -103.61811071734083]
[37.19766763848396, 62.455102040816314]
[-76.30958663148637, 30.98885957197303]
[33.63923361637274, -56.134552580013064]
[-43.14835448261632, 24.173114618797072]
[-99.46077032810271, -39.344961742964585]
[-55.472894898586354, -140.7939766441303]
[-78.29371566394211, -50.13573629907543]
[-173.79548582438755, 5.824938067712623]
[-22.409872190392242, 64.67254297047157]
[15.728740766191375, 55.156502319189144]
[85.97831755180458, -29.96473171401125]
[-3.1241341091715156, 22.707675256303688]
[-86.55711483325788, -17.643126603289573]
[91.92465001372496, -23.52717540488608]
[-12.889283810200817, 1.5071974409098985]
[18.423795620437957, 25.098540145985396]
[-38.16868771761316, 44.7083683515428]
[-153.47982961663743, 21.461538461538453]
[50.24132291477376, 18.023078320915857]
[-0.573549257759784, -29.81729471608014]
[-66.37262265293761, 80.57843731072077]
[-42.51222259772446, -128.50129548270812]
[-51.63312935818984, -39.1750391347659]
[7.82319391634981, 15.08250950570342]
[-69.94264016804007, -37.47422846986589]
[-109.41161584208528, 20.508541060356833]
[-99.62244640605296, -45.151576292559895]
[-47.91345503718729, 35.88924949290061]
[2.7048640915593705, -12.966094420600854]
[-112.87888912090207, 28.212570474002916]
[-5.862309996671475, -45.88838344613336]
[37.89958592132505, -49.89751552795031]
[-5.132345156167284, 42.43599788247751]
[-74.18955087076077, 20.23959670027498]
[-52.131342883920205, -27.854866782701833]
[-30.875307190939203, -67.10385724970617]
[-125.65334491746307, 10.455835505357655]
[12.317331567621254, -96.9793080615792]
[-15.314852329672673, -81.81927710843374]
[39.59180497925311, -95.52334024896265]
[-39.53185388355567, -10.338860491210575]
[-19.041487006176435, -30.48549120149167]
[-57.180041293874744, 2.3309015829318653]
[56.21041357719558, 61.483934750370736]
[-53.57209992579767, 45.240910215186744]
[-141.17864036028308, -88.37164915290586]
[-82.51476081455597, 73.42848535968189]
[58.74334184604159, -70.2369573148486]
[-23.25732238775717, 91.63687037600081]
[4.140899254628517, -11.207742245732149]
[-14.040411955669988, 10.587484607634615]
[35.91768579492004, -51.99608027594857]
[-62.144811234725516, 0.5097574320627416]
[-93.62777297608758, -3.8107173725151284]
[-34.29431873677356, 33.43561777633079]
[-11.28240129164832, -8.536034052546604]
[-17.63485351857445, 89.62025571327897]
[-90.20250819438506, 27.713267778252813]
[-72.48189258885526, -59.03677542325373]
[-23.544899598393574, -17.633734939759037]
[96.0257975034674, 49.34036061026353]
[-117.96932621058073, 17.15750473892814]
[-178.87721259549096, -28.105645612073772]
[-141.18773838112728, 30.47195931628761]
[37.06111397627643, -62.37906137184115]
[-94.40165025286133, -96.42853340431196]
[-147.10033519553073, 0.9973184357541811]
[23.291678581641406, 14.859593937660847]
[-82.72315778182988, -87.27008473667274]
[-104.31145403173223, -8.565963920886759]
[-165.8181222349664, 64.3026380468622]
[-21.36689488521949, -79.26077325815545]
[-95.65738942826322, -30.94088457389428]
[-126.25709011579124, -49.179895955697276]
[0.6888503755054881, -62.697746967071055]
[88.92082616179002, -21.96901893287435]
[42.95010395010395, -3.066008316008322]
[-47.16610523870368, 32.046463003833196]
[-57.731618067467124, -101.74431103487709]
[-32.27224314846084, -9.228341343031559]
[26.491647150663542, 17.791725214676035]
[38.08417419012215, 10.502124269782257]
[-63.42534286266177, 58.885068572532354]
[-126.91922335852972, -15.151178301467326]
[-9.32355600200904, 76.12847815168257]
[-102.80720080008889, 41.09578842093566]
[-77.37005560801595, -9.909663204280768]
[-122.08581997533909, 57.5134401972873]
[-86.30141691713182, 92.46872763704022]
[-68.0748890860692, 64.6024844720497]
[-75.38912627081184, -40.40828053631944]
[57.74855853597393, -34.01353722737528]
[21.952467532467534, -3.9919480519480572]
[-17.755884127942064, -42.562160531080266]
[46.901428571428575, 31.423095238095243]
[-50.997871477802555, 51.62771133184674]
[-8.705716963448923, -5.692328290266435]
[-11.643843772326745, -9.924386758752085]
[-11.168953597988898, -58.190321566984395]
[-81.82153209109731, 10.026224982746726]
[47.03040173724213, 42.602823018458196]
[37.22271126760563, -87.66314553990611]
[-17.825904875860004, 9.506132216571942]
[-134.30747884001664, -65.87859025946997]
[-3.478529796598073, 77.22885690496015]
[-16.197204301075267, -21.814838709677417]
[-49.47257105089227, 17.743335536461778]
[-200.95158771473191, 34.532535137949]
[108.08665511265164, 64.22555087893042]
[-7.955569560422247, 37.47928155033874]
[-104.22792197819075, -96.28398095530642]
[84.04901960784314, 79.1447963800905]
[-22.348294106914796, -78.17223134464514]
[9.42125348598268, 62.94290327315426]
[64.47191011235955, 65.06024384413101]
[-67.10693825588797, 25.501803522172715]
[5.871290271385495, 12.595143627995554]
[-43.78075530263838, -45.883290222452146]
[-56.91812701528109, 54.55684845086219]
[-55.81654492950569, 5.3278410056055705]
[12.376801988400993, -9.378127589063794]
[-73.46661159300565, -56.69874707421175]
[19.068808499873512, -21.66708828737667]
[-113.46940280167117, -62.983534037847136]
[94.5953596287703, -22.5351894818252]
